customer_id,product_name,quantity,unit_price,total_price,region
100,Portable SSD,36,486.48,17513.28,NA
101,Garlic Butter Sauce,11,489.28,5382.08,NA
102,Classic Black Trousers,83,542.2,45002.6,NA
103,Thai Coconut Curry Sauce,12,400.45,4805.4,NA
104,Magnetic Screen Door,25,480.11,12002.75,EMEA
105,Electronic Drum Kit,14,554.02,7756.28,LATAM
106,Coconut Milk Yogurt,70,64.07,4484.9,NA
107,Jennifer's Amazing Lip Balm Kit,27,758.38,20476.26,APAC
108,Sliced Olives,25,980.29,24507.25,EMEA
109,Sweet Chili Sauce,9,742.76,6684.84,MEA
110,Traditional Hummus,96,912.3,87580.8,MEA
111,High-Low Hem Tee,90,216.79,19511.1,APAC
112,Bamboo Toothbrush,96,815.12,78251.52,EMEA
113,Wine Decanter,44,798.35,35127.4,EMEA
114,Homemade Salsa,51,884.54,45111.54,APAC
115,Smart Air Purifier,36,154.96,5578.56,LATAM
116,Chipotle Black Bean Burger,10,930.26,9302.6,EMEA
117,Ice Cream Scoop,19,601.09,11420.71,EMEA
118,Garlic & Herb Goat Cheese,24,194.08,4657.92,NA
119,Sweet Potato Mash,19,581.81,11054.39,EMEA
120,Mango Salsa,34,711.5,24191.0,MEA
121,Cocktail Shaker and Mixing Glass Set,23,685.41,15764.43,EMEA
122,Compact Pop-Up Tent,7,163.73,1146.11,LATAM
123,Wireless Earbuds,21,320.87,6738.27,APAC
124,Leather Biker Jacket,86,978.23,84127.78,EMEA
125,Creamy Spinach Dip,9,599.14,5392.26,LATAM
126,Portable Leaf Blower,86,705.59,60680.74,APAC
127,Cauliflower Pizza Crust,83,517.42,42945.86,MEA
128,High-Low Hem Tee,12,254.89,3058.68,APAC
129,Hibiscus Tea Bags,83,68.19,5659.77,NA
130,Tandoori Chicken Marinade,100,459.17,45917.0,MEA
131,Apple Pie Filling,32,436.09,13954.88,LATAM
132,Salt and Pepper Grinder Set,98,22.54,2208.92,LATAM
133,Fitness Jump Rope,20,575.72,11514.4,MEA
134,Eco-Friendly Stainless Steel Straws,33,186.0,6138.0,APAC
135,Scented Candles,52,597.02,31045.04,NA
136,Smart Home Hub,73,523.25,38197.25,LATAM
137,Fire Roasted Salsa,16,124.63,1994.08,EMEA
138,Organic Green Apples,62,809.22,50171.64,MEA
139,Cucumber Relish,51,524.49,26748.99,MEA
140,Blueberry Muffin Mix,37,320.27,11849.99,MEA
141,Magnetic Screen Door,73,421.45,30765.85,MEA
142,Kitchen Knife Sharpening System,94,495.35,46562.9,LATAM
143,Portable Hammock,6,305.92,1835.52,LATAM
144,Caramelized Onion Dip,47,345.5,16238.5,NA
145,Wi-Fi Enabled Smart Light Switch,20,798.65,15973.0,EMEA
146,Red Lentils,78,449.05,35025.9,APAC
147,Cheesy Cauliflower Bake,11,713.53,7848.83,MEA
148,Mini Projector,8,974.43,7795.44,MEA
149,Sweet Potato and Chickpea Bowl,64,593.21,37965.44,MEA
150,Weighted Jump Rope with Counter,31,490.6,15208.6,LATAM
151,Elderberry Syrup Kit,15,292.51,4387.65,LATAM
152,Adjustable Resistance Bands,81,962.72,77980.32,MEA
153,Training Soccer Ball,90,879.16,79124.4,LATAM
154,Solar Power Bank,98,407.8,39964.4,MEA
155,Coconut Flakes,99,132.68,13135.32,MEA
156,Heated Throw Blanket,69,137.29,9473.01,LATAM
157,Chicken Sausage,21,522.97,10982.37,NA
158,Ricotta Cheese,83,175.87,14597.21,LATAM
159,V-Neck Sweater,88,929.92,81832.96,EMEA
160,Vegan Chocolate Cake Mix,80,491.99,39359.2,LATAM
161,Ankle Boots,56,915.05,51242.8,MEA
162,Yoga Blocks,14,499.27,6989.78,MEA
163,Blue Denim Jeans,28,880.45,24652.6,LATAM
164,Wall Art Stickers,48,585.28,28093.44,NA
165,Classic Vanilla Fudge,80,907.17,72573.6,LATAM
166,Digital Food Thermometer,24,815.75,19578.0,APAC
167,Cranberry Lime Sparkling Water,33,71.35,2354.55,LATAM
168,Rainbow Veggie Chips,13,909.22,11819.86,NA
169,Saffron Rice Mix,29,244.78,7098.62,NA
170,Incense Holder,68,629.37,42797.16,EMEA
171,Honeycrisp Apples,5,587.24,2936.2,EMEA
172,Cotton Tote Bag Set,38,438.36,16657.68,LATAM
173,Home Cleaning Robot,54,338.22,18263.88,LATAM
174,Motion Sensor Light,98,210.8,20658.4,APAC
175,Fishing Tackle Box,17,409.62,6963.54,APAC
176,Video Camera,67,103.4,6927.8,LATAM
177,Rechargeable Laptop Battery Pack,10,746.2,7462.0,LATAM
178,Kids' Activity Book,40,146.38,5855.2,MEA
179,Lentil Soup (canned),6,912.87,5477.22,NA
180,Beef Stew Meat,2,819.39,1638.78,LATAM
181,Mini Electric Kettle,49,61.27,3002.23,APAC
182,Spicy Tuna Rolls,71,180.95,12847.45,MEA
183,Honey mustard chicken tenders,7,83.23,582.61,EMEA
184,Canvas Tote Bag,97,711.86,69050.42,NA
185,Pasta Maker Machine,57,782.48,44601.36,MEA
186,Multi-Function Meat Tenderizer,73,844.7,61663.1,LATAM
187,Nut Butter Cups,67,404.1,27074.7,LATAM
188,Thai Basil Fried Rice,62,360.04,22322.48,EMEA
189,Organic Coconut Sugar,60,503.19,30191.4,APAC
190,Linen Trousers,51,15.53,792.03,NA
191,Outdoor Portable Fire Pit,66,530.3,34999.8,MEA
192,Cinnamon Roll Protein Bar,41,517.61,21222.01,NA
193,Breathable Face Mask Set,70,571.02,39971.4,MEA
194,Dark Chocolate Almond Butter Cups,38,328.98,12501.24,LATAM
195,Computer Monitor Stand,22,86.71,1907.62,MEA
196,Coconut Milk Yogurt,4,161.77,647.08,APAC
197,Fried Rice,65,635.99,41339.35,NA
198,Chickpea Snack Mix,24,41.51,996.24,MEA
199,Pet Safety Harness,76,225.31,17123.56,APAC
200,Herbed Chicken Breast,31,675.44,20938.64,NA
201,Bamboo Cutting Board Set,25,103.12,2578.0,NA
202,Screen Cleaning Kit,49,758.9,37186.1,EMEA
203,Basketball,87,317.04,27582.48,MEA
204,Gardening Gloves,9,825.97,7433.73,NA
205,Electric Screwdriver,69,260.25,17957.25,LATAM
206,LED Table Lamp,54,636.17,34353.18,NA
207,Running Shorts,20,591.93,11838.6,EMEA
208,Men's Waterproof Hiking Boots,27,227.02,6129.54,NA
209,Luxury Bath Robe,26,176.3,4583.8,EMEA
210,High-Speed HDMI Cable,4,579.59,2318.36,EMEA
211,Portable Phone Charger,42,487.76,20485.92,MEA
212,Cauliflower Pizza Crust,82,160.09,13127.38,LATAM
213,Plant-Based Meal Prep Containers,54,399.66,21581.64,NA
214,Honey Ginger Tea,3,760.62,2281.86,MEA
215,Belted Trench Coat,35,142.39,4983.65,APAC
216,Wall Art,59,336.12,19831.08,NA
217,Cauliflower Crust Pizza,1,941.72,941.72,EMEA
218,Luxury Bathrobe,91,33.59,3056.69,LATAM
219,Colorful Post-It Notes Set,9,528.09,4752.81,NA
220,Gardening Tool Belt,25,426.76,10669.0,EMEA
221,Organic Apples,82,426.11,34941.02,MEA
222,Egg Noodles,73,743.33,54263.09,LATAM
223,Artisan Bread Loaf,88,704.86,62027.68,APAC
224,LED Canopy Lights,19,272.26,5172.94,NA
225,Dark Chocolate Covered Pretzels,80,207.17,16573.6,APAC
226,Tomato Sauce,37,173.69,6426.53,MEA
227,Portable Ice Maker,30,976.96,29308.8,EMEA
228,Toasted Coconut Granola,17,456.76,7764.92,MEA
229,Pet Water Fountain,37,996.34,36864.58,NA
230,Organic Cereal Bars,81,476.03,38558.43,MEA
231,Vegan Tacos,81,909.93,73704.33,LATAM
232,Dog Training Collar,48,762.55,36602.4,EMEA
233,USB-C Hub,16,90.97,1455.52,LATAM
234,Sliced Strawberries,100,795.66,79566.0,EMEA
235,Ginger Turmeric Latte Mix,83,60.67,5035.61,MEA
236,Pasta (Linguine),83,623.24,51728.92,NA
237,Italian Sausage Links,21,426.42,8954.82,EMEA
238,Low-Fat Cottage Cheese,66,427.31,28202.46,EMEA
239,Free-Range Eggs,80,273.45,21876.0,APAC
240,Baked Mac and Cheese,26,265.83,6911.58,MEA
241,Dish Soap Dispenser,3,858.45,2575.35,EMEA
242,Mini Hand Gesture Drone,8,807.48,6459.84,MEA
243,Kids' Building Blocks,57,527.75,30081.75,APAC
244,Pest Control Traps,82,388.48,31855.36,APAC
245,Vegetable Fried Rice,65,912.44,59308.6,EMEA
246,Garden Vegetable Soup,49,294.28,14419.72,MEA
247,Sweetened Condensed Milk,99,816.04,80787.96,APAC
248,Kids' Craft Supplies Set,39,674.02,26286.78,MEA
249,Adjustable Stand for Tablets and Smartphones,65,152.62,9920.3,MEA
250,Cauliflower Pizza Crust,5,875.49,4377.45,NA
251,Cat Tree with Scratching Posts,2,145.0,290.0,APAC
252,Caramelized Onion Dip Mix,40,343.86,13754.4,LATAM
253,Smart Thermos,48,355.95,17085.6,MEA
254,Cranberry Juice,80,507.52,40601.6,NA
255,Crispy Tofu Bites,93,854.56,79474.08,NA
256,Savory Oatmeal,100,710.95,71095.0,APAC
257,Creamy Ranch Dressing,25,480.41,12010.25,LATAM
258,Laptop Sleeve,9,102.58,923.22,NA
259,Cranberry Lime Sparkling Water,95,808.28,76786.6,EMEA
260,Wireless Wi-Fi Extender,6,363.38,2180.28,EMEA
261,Chocolate Mint Thins,21,133.11,2795.31,LATAM
262,Non-Stick Baking Sheets,87,744.28,64752.36,NA
263,Organic Coconut Flour,1,798.24,798.24,EMEA
264,Spicy Roasted Nuts,25,780.65,19516.25,EMEA
265,Chocolate Mint Thins,62,76.15,4721.3,NA
266,Cinnamon Raisin Bagels,87,204.5,17791.5,APAC
267,Biodegradable Phone Case,86,687.57,59131.02,EMEA
268,Cork Yoga Mat,81,221.61,17950.41,MEA
269,Sweet Potato Fries,62,566.12,35099.44,EMEA
270,Adjustable Pet Feeder,30,642.86,19285.8,EMEA
271,Garlic Parmesan Roasted Nuts,91,383.05,34857.55,MEA
272,Strawberry Rhubarb Jam,66,372.49,24584.34,MEA
273,Grilled Veggie Burgers,18,670.91,12076.38,APAC
274,Chopping Board,2,576.84,1153.68,EMEA
275,Wireless Keyboard and Mouse Combo,87,744.44,64766.28,EMEA
276,LED Flashlight with Rechargeable Batteries,69,34.11,2353.59,APAC
277,Cacao Nibs,24,898.29,21558.96,MEA
278,Beef Sirloin Steak,89,947.47,84324.83,LATAM
279,Garlic Herb Cream Cheese,15,764.85,11472.75,MEA
280,Ginger Tea,21,735.91,15454.11,APAC
281,Spicy Tuna Salad,64,159.15,10185.6,MEA
282,Marinara Sauce,46,544.77,25059.42,LATAM
283,Cacao Nibs,99,342.98,33955.02,APAC
284,Adjustable Dumbbells,74,418.91,30999.34,NA
285,Salt and Pepper Grinder Set,63,169.49,10677.87,APAC
286,Kids' Activity Book,94,363.06,34127.64,MEA
287,Glass Tea Pot,71,288.32,20470.72,NA
288,Handcrafted Wooden Jewelry Box,5,460.18,2300.9,MEA
289,Dark Chocolate Tart,63,337.77,21279.51,NA
290,Cranberry Almond Biscotti,28,946.97,26515.16,EMEA
291,Portable Jump Starter,64,231.94,14844.16,MEA
292,Stainless Steel Grater,18,758.69,13656.42,NA
293,Aged White Cheddar Popcorn,11,297.52,3272.72,EMEA
294,Kid's Fruit Snacks,51,304.58,15533.58,LATAM
295,Chia Seeds,18,691.16,12440.88,EMEA
296,Lemon Pepper Seasoning,91,287.64,26175.24,MEA
297,Classic Caesar Dressing,16,134.98,2159.68,EMEA
298,Basmati Rice,75,752.47,56435.25,NA
299,Cranberry Almond Biscotti,25,403.21,10080.25,MEA
300,Travel Pillow,83,326.22,27076.26,LATAM
301,Folding Pocket Knife,5,510.68,2553.4,EMEA
302,Air Purifier,59,645.51,38085.09,APAC
303,Bicycle Lock,17,833.94,14176.98,APAC
304,Sliced Cheese,63,70.01,4410.63,NA
305,Chocolate Fudge Brownie Mix,73,712.71,52027.83,NA
306,Honey Sesame Chicken Mix,100,638.34,63834.0,EMEA
307,Smart LED Desk Lamp,61,739.87,45132.07,LATAM
308,Veggie Lovers Pizza,17,361.03,6137.51,NA
309,Smart Home Hub,45,706.29,31783.05,MEA
310,Tandoori Chicken Marinade,82,983.47,80644.54,APAC
311,Chickpea Salad,1,669.34,669.34,NA
312,Automatic Pet Feeder,2,904.59,1809.18,LATAM
313,Spinach and Ricotta Ravioli,64,447.93,28667.52,NA
314,Adjustable Garden Rake,10,800.61,8006.1,APAC
315,Yoga Wheel,11,37.28,410.08,LATAM
316,Microfiber Cleaning Cloths,11,869.23,9561.53,EMEA
317,Fruit Medley Juice,81,5.11,413.91,APAC
318,Self-Stirring Mug,65,378.57,24607.05,MEA
319,Fitness Jump Rope,86,575.13,49461.18,APAC
320,Elegant Maxi Skirt,45,474.56,21355.2,MEA
321,Fruit Infuser Water Bottle,35,560.67,19623.45,APAC
322,Gaming Mousepad,92,971.05,89336.6,NA
323,Digital Alarm Clock,82,3.26,267.32,LATAM
324,Coconut Curry Lentil Soup,19,227.53,4323.07,MEA
325,Portable Refrigerator Freezer,61,313.4,19117.4,EMEA
326,Chocolate Covered Pretzels,86,415.76,35755.36,EMEA
327,Chili Lime Seasoning,7,133.27,932.89,MEA
328,Interactive Plush Toy,27,819.87,22136.49,NA
329,Baking Soda,99,793.26,78532.74,APAC
330,Emergency Preparedness Kit,59,551.2,32520.8,MEA
331,Ribbed Knit Dress,78,628.72,49040.16,NA
332,Pumpkin Pancake Mix,73,121.43,8864.39,EMEA
333,Beef Chili,25,932.84,23321.0,LATAM
334,Compact Shoe Rack,7,386.58,2706.06,EMEA
335,Fitness Resistance Bands,85,60.65,5155.25,NA
336,Non-Stick Grill Pan,90,799.31,71937.9,APAC
337,Whole Grain Mustard,8,731.65,5853.2,EMEA
338,Frozen Mixed Berries,31,581.59,18029.29,NA
339,Dill Pickle Chips,44,594.52,26158.88,MEA
340,Emergency Preparedness Kit,69,910.45,62821.05,NA
341,Thai Red Curry Paste,53,629.72,33375.16,MEA
342,Graphic Print Leggings,30,161.33,4839.9,APAC
343,Honey Graham Crackers,56,26.11,1462.16,APAC
344,Freestanding Wine Rack,93,318.71,29640.03,NA
345,Yoga Mat,9,681.04,6129.36,EMEA
346,Tuna Fish (canned),41,49.75,2039.75,LATAM
347,Fleece Throw Blanket,95,738.46,70153.7,NA
348,Electric Kettle with Temperature Control,83,579.35,48086.05,APAC
349,Sweet Potato Fries,76,957.44,72765.44,LATAM
350,Creamy Ranch Dressing,53,465.67,24680.51,MEA
351,Garlic Herb Marinade,95,669.8,63631.0,MEA
352,Organic Cereal Bars,7,483.68,3385.76,EMEA
353,Creamy Avocado Dip,71,640.5,45475.5,LATAM
354,Protein Powder,55,61.58,3386.9,MEA
355,Organic Tomato Soup,96,91.17,8752.32,NA
356,Maple Pecan Oatmeal Cookies,4,375.89,1503.56,APAC
357,Pumpkin Spice Creamer,58,558.83,32412.14,NA
358,Camping Tent,37,980.01,36260.37,MEA
359,Sweet Chili Dipping Sauce,51,540.92,27586.92,APAC
360,Pumpkin Pie Spice,100,293.03,29303.0,LATAM
361,Vegetable and Cheese Quesadillas,52,348.84,18139.68,LATAM
362,Body Pillow Case,90,119.08,10717.2,NA
363,Wireless Earbuds,11,603.19,6635.09,EMEA
364,Sliced Bell Peppers,93,169.14,15730.02,EMEA
365,Vegetable Samosas,22,48.78,1073.16,NA
366,Smart Water Bottle with Hydration Reminder,32,977.58,31282.56,MEA
367,Almond Flour Cookies,42,886.73,37242.66,MEA
368,DIY Lip Balm Making Kit,86,553.97,47641.42,APAC
369,Smart Water Bottle,57,236.44,13477.08,NA
370,Microwave Popcorn Maker,53,176.31,9344.43,LATAM
371,Chocolate Hazelnut Spread,71,552.06,39196.26,EMEA
372,Robot Vacuum Cleaner,91,323.21,29412.11,LATAM
373,Insulated Lunch Box,84,758.13,63682.92,APAC
374,Cauliflower Rice Stir-Fry,95,375.42,35664.9,NA
375,Miso Dressing,64,899.56,57571.84,EMEA
376,Blue Corn Tortilla Chips,85,456.78,38826.3,NA
377,Pasta Maker Machine,99,482.28,47745.72,NA
378,Oven-Baked Potato Chips,36,422.07,15194.52,EMEA
379,Greek Feta Cheese,39,172.83,6740.37,LATAM
380,Vegetable Spiralizer,48,509.92,24476.16,EMEA
381,Portable Dog Water Bottle,12,791.01,9492.12,LATAM
382,Spicy BBQ Sauce,25,765.31,19132.75,EMEA
383,Smartphone Tripod with Remote,97,488.13,47348.61,EMEA
384,Herbal Tea Infuser,78,588.36,45892.08,EMEA
385,Organic Quinoa Salad,24,77.5,1860.0,EMEA
386,Chocolate Protein Powder,70,116.36,8145.2,APAC
387,Samsung Galaxy Smartwatch,84,353.94,29730.96,MEA
388,Cordless Electric Screwdriver,99,565.46,55980.54,EMEA
389,Smart Thermostat with Wi-Fi,19,925.06,17576.14,EMEA
390,Basic V-Neck T-Shirt,49,161.25,7901.25,EMEA
391,Essential White Button-Up,7,832.87,5830.09,NA
392,Pasta Maker Machine,57,61.18,3487.26,MEA
393,Garden Vegetable Chips,71,166.04,11788.84,APAC
394,Cereal Dispenser with Portion Control,47,156.8,7369.6,EMEA
395,Frozen Spinach,41,510.32,20923.12,NA
396,Wire Shelving Unit,41,587.37,24082.17,EMEA
397,Honeycrisp Apple Chips,83,506.28,42021.24,MEA
398,Frozen Berry Medley,19,839.89,15957.91,APAC
399,Mango Chilli Sauce,87,508.79,44264.73,LATAM
400,Sketchbook,61,496.43,30282.23,EMEA
401,Portable UV Sterilizer,11,580.21,6382.31,LATAM
402,Ginger Turmeric Tea,8,968.58,7748.64,MEA
403,Raspberry Lemonade Mix,27,299.46,8085.42,MEA
404,Garlic Herb Marinade,52,268.68,13971.36,MEA
405,French Onion Dip,46,994.17,45731.82,MEA
406,Collapsible Colander,81,162.65,13174.65,MEA
407,Casual Long Cardigan,83,45.58,3783.14,NA
408,Digital Photo Frame,32,799.98,25599.36,MEA
409,Wireless Gaming Headset,80,472.8,37824.0,NA
410,Camping Tent,92,711.87,65492.04,EMEA
411,Chipotle Black Bean Salad,49,378.1,18526.9,EMEA
412,Chocolate Chip Cookie Mix,20,377.12,7542.4,APAC
413,Organic Honeycrisp Apples,82,558.38,45787.16,EMEA
414,Adjustable Yoga Mat Strap,45,149.11,6709.95,EMEA
415,Savory Oats,69,162.93,11242.17,MEA
416,Travel Size Toiletry Bottles,57,956.01,54492.57,EMEA
417,Survival Gear Kit,31,331.89,10288.59,NA
418,Organic Green Tea,1,606.4,606.4,NA
419,Classic Chicken Noodle Soup,90,348.25,31342.5,MEA
420,Kid's Fruit Snacks,33,273.6,9028.8,EMEA
421,Bamboo Cutting Board Set,56,594.67,33301.52,APAC
422,Electric Food Steamer,39,302.05,11779.95,EMEA
423,Coffee Making Kit,10,373.95,3739.5,EMEA
424,Coconut Cream Pie Yogurt,4,42.71,170.84,NA
425,Ginger Turmeric Latte Mix,60,95.5,5730.0,APAC
426,Zucchini Noodles,29,878.55,25477.95,MEA
427,Classic Baseball Cap,81,170.3,13794.3,MEA
428,Streaming Device,67,187.84,12585.28,MEA
429,Wall Art,94,388.25,36495.5,LATAM
430,Memory Card,38,262.82,9987.16,MEA
431,Spinach and Cheese Stuffed Shells,100,524.4,52440.0,MEA
432,Pet Waterer with Filtration,39,107.62,4197.18,LATAM
433,Insulated Wine Tote,57,806.34,45961.38,APAC
434,Habanero Hot Sauce,53,883.6,46830.8,NA
435,Stainless Steel Water Bottle,43,217.43,9349.49,EMEA
436,Wall Decals for Kids,27,799.27,21580.29,LATAM
437,Roasted Garlic,8,714.86,5718.88,EMEA
438,Chili Lime Shrimp,17,231.89,3942.13,MEA
439,Woven Storage Baskets,47,835.68,39276.96,MEA
440,Electric Heat Pad,74,831.46,61528.04,NA
441,Vanilla Almond Granola,99,235.02,23266.98,EMEA
442,Non-Toxic Crayons for Kids,39,213.72,8335.08,EMEA
443,Tea Infuser Bottle,16,529.74,8475.84,LATAM
444,Pesto Pasta Salad,80,691.52,55321.6,EMEA
445,Mini Cordless Vacuum Cleaner,67,821.1,55013.7,LATAM
446,Kitchen Scale,53,576.55,30557.15,MEA
447,Organic Cereal Bars,1,56.07,56.07,NA
448,Faux Fur Throw Blanket,43,28.79,1237.97,NA
449,Adjustable Pedicure Footrest,89,410.98,36577.22,EMEA
450,Peach & Mango Salsa,68,631.46,42939.28,LATAM
451,Chia Seeds,20,49.29,985.8,MEA
452,Bamboo Utensil Holder,14,305.72,4280.08,EMEA
453,Gluten-Free Pancake Mix,70,178.51,12495.7,MEA
454,Ground Turkey,23,423.28,9735.44,NA
455,Children's Gardening Set,18,292.66,5267.88,NA
456,High-Waisted Skirt,36,30.89,1112.04,EMEA
457,Pasta Salad Kit,39,802.83,31310.37,NA
458,Magnetic Puzzle Board,64,46.53,2977.92,MEA
459,Almond Joy Munch Bars,14,42.49,594.86,APAC
460,Black Bean Soup,45,705.42,31743.9,APAC
461,Sweet Pea Hummus,59,715.03,42186.77,NA
462,Floral Summer Dress,66,710.17,46871.22,APAC
463,Glass Water Bottle,8,591.91,4735.28,EMEA
464,Yoga Blocks,40,469.33,18773.2,APAC
465,Portable Solar Path Lights,81,528.06,42772.86,APAC
466,Basil Pesto Pasta,2,444.09,888.18,MEA
467,Maple Breakfast Sausage,22,582.7,12819.4,MEA
468,Mini Air Hockey Table,32,655.83,20986.56,LATAM
469,Chocolate Chip Pancake Mix,20,420.89,8417.8,LATAM
470,Portable UV Sterilizer,98,557.11,54596.78,EMEA
471,Tofu,68,127.81,8691.08,NA
472,Digital Kitchen Timer,91,636.14,57888.74,MEA
473,Laundry Detergent,69,774.02,53407.38,APAC
474,Caramel Apple Taffy,98,588.11,57634.78,NA
475,Sweet Potato Chips,25,697.49,17437.25,APAC
476,Aeropress Coffee Maker,60,344.63,20677.8,LATAM
477,Plant-Based Protein Bars,91,908.86,82706.26,MEA
478,Chicken Fajita Kit,7,204.51,1431.57,LATAM
479,Gardening Gloves,14,946.2,13246.8,NA
480,Strawberry Rhubarb Jam,96,721.63,69276.48,NA
